rule,engine,track,cell_id,seed,rep,PP_ms,RTT_ms,loss_pct,msg_bytes,hosts,nodes,qos_params,sent,received,delivery_ratio,late_join_recovered,owner,failover_ms,requested_deadline_missed,offered_deadline_missed,liveliness_lost,reader_not_alive,disposed,no_writers,created,matched,verdict
7,cyclone,loopback,a7cadf6299b3,20260630,8,20,1,20,1024,2,2,"{""deadline_ms"": 500, ""lifespan_ms"": 100}",1000,932,0.932,,,,5,5,0,0,,,true,true,delivered
7,cyclone,loopback,e49d9304075d,20260630,9,20,1,20,1024,2,2,"{""deadline_ms"": 500, ""lifespan_ms"": 100}",1000,917,0.917,,,,5,5,0,0,,,true,true,delivered
7,cyclone,loopback,ec3fa0ada225,20260630,0,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,984,0.984,,,,51,12,0,0,,,true,true,delivered
7,cyclone,loopback,533bf2262e99,20260630,1,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,981,0.981,,,,55,12,0,0,,,true,true,delivered
7,cyclone,loopback,11952c92ba57,20260630,2,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,975,0.975,,,,53,12,0,0,,,true,true,delivered
7,cyclone,loopback,8976dc8051fa,20260630,3,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,971,0.971,,,,49,12,0,0,,,true,true,delivered
7,cyclone,loopback,691135918219,20260630,4,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,974,0.974,,,,49,12,0,0,,,true,true,delivered
7,cyclone,loopback,519a97ac915c,20260630,5,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,979,0.979,,,,50,12,0,0,,,true,true,delivered
7,cyclone,loopback,32489480fc5e,20260630,6,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,968,0.968,,,,50,12,0,0,,,true,true,delivered
7,cyclone,loopback,14f8cf9dfe3f,20260630,7,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,969,0.969,,,,53,12,0,0,,,true,true,delivered
7,cyclone,loopback,b91a4605e65d,20260630,8,20,1,20,1024,2,2,"{""deadline_ms"": 150, ""lifespan_ms"": 200}",1000,975,0.975,,,,51,12,0,0,,,true,true,delivered
